   0.97662,   0.27626,   0.99219,   0.94550,   0.98441,   0.92993,   0.99219,   0.87546,   0.78986,   0.43189
  -0.83655,  -0.05058,  -0.71982,   0.32295,  -0.78208,  -0.71982,   0.20622,   0.52528,   0.98441,  -0.92215
   0.93771,   0.53306,  -0.68869,  -0.05058,  -0.07393,   0.22178,   0.99219,  -0.23735,   0.97662,   0.99219
  -0.63422,   0.21400,  -0.14396,   0.99219,  -0.42411,  -0.47080,  -0.20622,   0.24513,  -0.06615,  -0.02724
   0.99219,   0.93771,  -0.43189,   0.01167,  -0.68869,  -0.40855,  -0.33073,   0.99219,   0.92993,   0.71982
  -0.29182,  -0.01945,   0.45524,  -0.10506,   0.69648,   0.99219,  -0.41633,  -0.78208,  -0.19844,  -0.00389
   0.40077,  -0.22956,  -0.11284,   0.12840,   0.36964,  -0.55640,  -0.09727,   0.99219,   0.33851,  -0.42411
  -0.47080,  -0.29960,  -0.10506,  -0.78208,  -0.83655,   0.96884,  -0.01945,   0.94550,  -0.90659,  -0.79764
  -0.99219,  -0.10506,   0.96884,  -0.82099,   0.95328,   0.07393,  -0.27626,   0.14396,  -0.78208,  -0.31517
  -0.43189,   0.96106,  -0.82099,   0.17509,   0.99219,  -0.29960,  -0.25291,   0.15953,  -0.71204,  -0.92215
  -0.23735,   0.46302,   0.98441,   0.98441,   0.33073,   0.93771,  -0.27626,  -0.39298,   0.12062,   0.05836
  -0.25291,   0.97662,   0.05058,   0.95328,   0.94550,   0.57197,   0.03502,   0.15175,  -0.04280,   0.48637
  -0.09727,   0.00389,   0.25291,   0.96106,   0.99219,   0.22957,  -0.23735,  -0.24513,  -0.05058,  -0.05836
   0.92993,   0.98441,   0.15953,   0.56419,  -0.36964,   0.36964,  -0.15953,  -0.15175,   0.33851,   0.81320
   0.89881,   0.91437,   0.97662,  -0.15175,   0.93771,   0.57975,   0.05058,  -0.07393,   0.26847,  -0.08171
  -0.60309,  -0.32295,  -0.72760,  -0.29960,   0.93771,  -0.26847,  -0.19066,   0.97662,   0.18287,  -0.67313
   0.65757,   0.26069,  -0.30738,   0.99219,  -0.70426,   0.89881,  -0.21400,  -0.51749,   0.33851,  -0.54084
   0.01167,   0.99219,   0.40077,  -0.89102,  -0.42411,  -0.08171,  -0.50971,  -0.25291,  -0.33851,  -0.92215
  -0.24513,  -0.82877,   0.97662,   0.79764,  -0.26847,  -0.48637,  -0.31517,  -0.04280,  -0.00389,   0.99219
   0.78986,   0.96884,   0.66535,   0.72760,   0.69648,   0.89881,   0.78208,   0.59531,   0.50193,   0.89102
  -0.78208,  -0.65757,   0.92215,   0.38520,   0.99219,  -0.19066,  -0.30738,  -0.15953,  -0.21400,   0.15953
  -0.92993,  -0.30738,  -0.11284,   0.35407,  -0.23735,   0.44746,  -0.19066,  -0.52528,   0.13618,  -0.12840
  -0.82877,  -0.78986,   0.98441,  -0.63422,   0.98441,  -0.78986,   0.20622,  -0.98441,   0.23735,   0.34629
   0.00389,  -0.01945,   0.05836,  -0.40855,  -0.34629,   0.27626,   0.99219,   0.99219,   0.34629,  -0.62644
   0.21400,  -0.26847,   0.98441,   0.29960,   0.97662,   0.30738,  -0.50193,   0.06615,  -0.16731,   0.11284
  -0.14396,   0.12840,   0.22957,  -0.19066,   0.93771,  -0.13618,  -0.20622,  -0.31517,   0.94550,   0.08171
  -0.31517,  -0.17509,   0.15175,  -0.38520,   0.99219,  -0.15953,  -0.19844,   0.65757,  -0.51749,   0.18287
   0.91437,   0.82099,  -0.99219,   0.89881,  -0.66535,  -0.78986,   0.82099,  -0.77430,   0.67313,   0.67313
  -0.79764,  -0.44746,   0.28404,   0.92993,  -0.52528,   0.38520,  -0.43968,   0.99219,  -0.13618,  -0.08171
  -0.91437,  -0.49415,  -0.54084,  -0.32295,   0.98441,   0.64200,  -0.36186,  -0.22956,   0.43968,   0.64979
   0.96884,   0.02724,   0.99219,  -0.90659,  -0.80542,  -0.87546,  -0.42411,  -0.21400,   0.13618,   0.33851
  -0.29182,  -0.12840,  -0.00389,   0.98441,   0.08171,   0.96884,  -0.83655,   0.57197,   0.41633,  -0.86768
   0.15175,   0.05836,  -0.55640,  -0.36964,   0.98441,   0.81320,   0.04280,  -0.57197,  -0.19844,   0.01167
  -0.13618,  -0.73539,  -0.19844,  -0.96106,   0.74317,   0.99219,   0.57197,  -0.96106,  -0.47858,   0.26069
   0.10506,   0.08949,   0.26847,  -0.01167,  -0.14396,  -0.41633,   0.99219,   0.99219,  -0.21400,  -0.42411
  -0.69648,  -0.65757,   0.09727,  -0.26847,  -0.01945,   0.98441,   0.99219,  -0.12840,  -0.33073,   0.16731
  -0.98441,   0.32295,   0.99219,  -0.79764,   0.09727,  -0.13618,   0.48637,   0.08171,  -0.69648,  -0.73539
  -0.71204,   0.99219,  -0.29182,  -0.35407,  -0.17509,  -0.29182,   0.27626,  -0.19844,  -0.36186,   0.92993
   0.05058,   0.29182,   0.97662,   0.61866,   0.21400,   0.58753,  -0.59531,   0.64200,   0.09727,   0.96884
   0.71982,   0.21400,   0.98441,  -0.00389,   0.54084,  -0.02724,   0.31517,  -0.55640,   0.98441,   0.33073
   0.98441,  -0.57197,  -0.19844,   0.14396,  -0.43189,  -0.44746,  -0.03502,   0.99219,  -0.21400,  -0.19066
  -0.67313,  -0.61088,  -0.11284,  -0.46302,   0.29960,  -0.64200,   0.19844,  -0.58753,  -0.01167,   0.99219
   0.19066,  -0.27626,  -0.78208,  -0.38520,  -0.76651,  -0.18287,   0.98441,  -0.43968,  -0.21400,   0.99219
   0.96106,   0.92215,   0.80542,   0.01167,   0.27626,   0.01167,   0.56419,  -0.37742,   0.99219,   0.98441
  -0.86768,   0.29960,  -0.89881,  -0.55640,  -0.63422,   0.99219,  -0.36964,   0.78986,   0.65757,  -0.82877
