   0.08949,   0.82877,  -0.71204,  -0.62644,  -0.42411,   0.65757,  -0.90659,   0.54084,  -0.23735,   0.64200,   0.95328,   0.89102,   0.92215,  -0.63422,  -0.57197,  -0.81320,  -0.25291,  -0.88324,   0.85211,   0.72760,  -0.10506,  -0.88324,  -0.71204,  -0.80542,  -0.67313,  -0.92215,   0.11284,   0.93771,   0.57975,   0.04280,  -0.52528,   0.84433,  -0.93771,  -0.71982,   0.90659,  -0.33851,   0.81320,  -0.82099,  -0.48637,   0.54084,   0.00389,   0.81320,  -0.70426,  -0.94550,  -0.32295,  -0.29182,  -0.59531,   0.66535,  -0.93771,  -0.57197,  -0.17509,   0.61866,   0.73539,   0.88324,   0.29182,  -0.48637,   0.87546,  -0.24513,  -0.97662,  -0.71204,  -0.26847,   0.46302,   0.68869,   0.71982,   0.44746,   0.13618,  -0.47858,  -0.26069,  -0.84433,  -0.18287,   0.93771,   0.65757,  -0.89881,  -0.29182,   0.68091,  -0.81320,  -0.78208,   0.19844,  -0.12062,  -0.86768,  -0.05058,  -0.86768,  -0.19066,  -0.41633,  -0.83655,  -0.04280,  -0.73539,   0.96106,   0.49415,  -0.05836,   0.98441,   0.20622,   0.84433,  -0.89881,   0.23735,  -0.36964,   0.43968,  -0.10506,   0.00389,  -0.86768,   0.52528,  -0.92215,  -0.66535,  -0.38520,  -0.66535,   0.97662,   0.43189,  -0.40855,  -0.66535,   0.88324,   0.55640,  -0.74317,   0.64979,   0.71982,  -0.54862,  -0.70426,  -0.85990,   0.14396,  -0.22178,   0.66535,  -0.22178,   0.60309,   0.13618,   0.84433,  -0.88324,  -0.69648,   0.94550,  -0.87546
  -0.68091,   0.31517,   0.97662,   0.26847,  -0.85211,  -0.88324,   0.72760,   0.08949,   0.96106,  -0.66535,   0.46302,   0.92993,  -0.21400,  -0.70426,  -0.26847,  -0.61866,   0.12840,  -0.91437,  -0.43968,   0.35407,   0.65757,  -0.92993,   0.41633,  -0.44746,  -0.92993,  -0.92215,  -0.50971,   0.03502,  -0.30738,  -0.97662,  -0.24513,   0.12840,  -0.91437,  -0.28404,  -0.39298,   0.02724,   0.84433,  -0.31517,  -0.64979,  -0.44746,  -0.29182,  -0.43968,  -0.74317,  -0.01167,   0.85990,   0.60309,   0.69648,  -0.38520,  -0.78986,  -0.54862,  -0.62644,   0.08171,   0.75873,  -0.71204,   0.84433,  -0.56419,  -0.67313,  -0.65757,   0.39298,  -0.91437,  -0.23735,   0.41633,  -0.03502,   0.79764,   0.30738,  -0.79764,  -0.96106,   0.40855,  -0.82877,  -0.89102,   0.40855,  -0.68869,  -0.90659,  -0.55640,  -0.42411,   0.29182,  -0.38520,  -0.64200,  -0.69648,  -0.08171,  -0.65757,   0.79764,  -0.95328,  -0.97662,  -0.40855,   0.59531,   0.96884,   0.60309,   0.39298,  -0.45524,   0.35407,  -0.74317,   0.89881,  -0.86768,  -0.92215,  -0.78208,  -0.01167,  -0.72760,   0.25291,  -0.27626,  -0.47080,  -0.72760,   0.40855,  -0.93771,  -0.96884,   0.49415,  -0.68869,  -0.83655,   0.52528,   0.57975,   0.21400,  -0.98441,   0.85990,  -0.69648,   0.75095,  -0.96106,   0.73539,  -0.15175,   0.79764,  -0.71982,   0.62644,   0.68869,   0.64200,   0.34629,  -0.33851,  -0.26069,  -0.87546,   0.17509
  -0.47858,   0.05836,   0.78986,  -0.77430,  -0.70426,  -0.76651,   0.64979,  -0.10506,   0.59531,  -0.83655,  -0.86768,   0.02724,  -0.25291,  -0.93771,  -0.98441,   0.14396,  -0.32295,  -0.78986,   0.39298,   0.77430,   0.23735,  -0.77430,   0.95328,   0.89102,  -0.99219,  -0.47858,  -0.96106,   0.63422,   0.22178,   0.88324,   0.33851,   0.48637,   0.01167,  -0.42411,  -0.85990,  -0.97662,   0.78986,   0.58753,   0.38520,  -0.33851,   0.05836,   0.52528,   0.08171,  -0.24513,   0.26069,   0.57197,   0.14396,   0.43189,  -0.77430,   0.85211,  -0.73539,   0.76651,   0.54862,  -0.13618,  -0.94550,  -0.12062,  -0.33851,   0.93771,  -0.88324,  -0.71982,   0.96884,   0.01167,   0.40077,   0.79764,  -0.33073,  -0.79764,  -0.67313,   0.67313,  -0.67313,  -0.28404,   0.54084,  -0.92993,  -0.85211,  -0.92215,  -0.84433,  -0.28404,  -0.35407,  -0.86768,  -0.61866,   0.33851,   0.39298,  -0.29960,  -0.85990,   0.82099,  -0.43189,   0.23735,  -0.15953,  -0.71982,   0.10506,   0.54862,  -0.45524,  -0.91437,   0.94550,   0.09727,   0.98441,  -0.20622,   0.71204,   0.33073,  -0.88324,  -0.47080,  -0.91437,   0.81320,  -0.72760,  -0.38520,  -0.31517,  -0.07393,   0.63422,  -0.42411,   0.40855,  -0.82877,  -0.71204,  -0.29182,  -0.76651,  -0.05058,  -0.65757,   0.65757,  -0.73539,   0.56419,   0.15175,  -0.27626,   0.71982,   0.50971,   0.71204,   0.93771,   0.42411,  -0.69648,  -0.78986,  -0.08171
   0.64200,  -0.69648,  -0.39298,   0.92993,   0.82099,   0.15953,  -0.47858,   0.32295,   0.85211,   0.71204,   0.71982,   0.45524,   0.97662,   0.71204,  -0.48637,   0.71204,  -0.54084,  -0.10506,   0.26069,  -0.21400,  -0.55640,   0.04280,   0.69648,  -0.15953,  -0.33851,  -0.79764,  -0.71204,  -0.98441,   0.17509,  -0.96106,  -0.41633,  -0.99219,  -0.79764,  -0.81320,   0.50193,  -0.24513,   0.26069,  -0.37742,  -0.95328,   0.37742,   0.19066,  -0.74317,  -0.47858,  -0.93771,   0.53306,   0.95328,  -0.27626,   0.75095,   0.53306,  -0.81320,   0.15175,  -0.30738,  -0.31517,  -0.85990,   0.15953,  -0.86768,  -0.70426,  -0.46302,   0.29960,   0.82099,  -0.31517,  -0.09727,  -0.89881,  -0.61866,  -0.43189,  -0.19066,   0.00389,  -0.78986,  -0.85990,  -0.41633,   0.93771,   0.75095,   0.82099,   0.29182,   0.37742,  -0.94550,  -0.75095,  -0.73539,   0.92215,  -0.63422,  -0.70426,   0.40855,   0.50193,  -0.79764,  -0.33851,   0.71204,   0.71204,   0.64979,  -0.27626,  -0.82099,   0.71204,   0.43189,  -0.53306,  -0.07393,   0.41633,  -0.87546,  -0.56419,  -0.78986,  -0.06615,  -0.76651,   0.91437,  -0.92993,  -0.48637,  -0.40855,   0.57197,   0.28404,  -0.15953,   0.71204,  -0.72760,   0.89881,  -0.03502,   0.86768,   0.98441,  -0.21400,  -0.11284,  -0.83655,   0.82877,  -0.15953,  -0.87546,  -0.36964,   0.87546,  -0.41633,   0.45524,  -0.82877,  -0.96106,  -0.20622,  -0.97662,  -0.35407
   0.63422,  -0.71204,   0.47858,  -0.52528,  -0.91437,   0.50193,  -0.99219,   0.92215,  -0.06615,   0.64200,  -0.97662,  -0.74317,   0.26069,   0.75095,  -0.68091,  -0.26069,   0.07393,  -0.08949,   0.36964,  -0.92993,   0.79764,   0.53306,  -0.62644,  -0.03502,  -0.83655,   0.58753,  -0.75095,  -0.92993,   0.54862,  -0.82099,  -0.63422,  -0.78986,   0.81320,  -0.78208,  -0.92993,  -0.20622,  -0.75873,  -0.59531,   0.88324,  -0.97662,   0.33073,   0.05058,   0.88324,  -0.95328,   0.87546,  -0.47858,   0.62644,  -0.15953,  -0.64200,  -0.92993,  -0.19844,  -0.32295,  -0.50193,   0.02724,   0.61088,  -0.87546,  -0.48637,   0.90659,   0.12062,   0.91437,  -0.06615,  -0.50971,   0.92215,  -0.73539,   0.97662,  -0.85211,  -0.58753,  -0.33073,  -0.88324,  -0.25291,  -0.95328,  -0.56419,   0.45524,   0.64979,   0.92215,  -0.89102,  -0.33073,  -0.96106,  -0.63422,   0.06615,  -0.71982,  -0.83655,  -0.88324,  -0.01167,  -0.40855,   0.13618,   0.83655,  -0.01167,   0.71204,  -0.24513,   0.90659,  -0.36186,  -0.91437,   0.98441,  -0.26069,  -0.85990,  -0.97662,   0.60309,  -0.41633,  -0.93771,   0.43189,  -0.33073,  -0.97662,  -0.88324,   0.77430,  -0.33851,  -0.54862,   0.31517,   0.50193,   0.80542,   0.06615,   0.84433,  -0.74317,  -0.73539,   0.26847,   0.76651,  -0.49415,  -0.57197,   0.05058,  -0.09727,   0.15175,  -0.47080,   0.73539,  -0.93771,  -0.60309,  -0.54862,  -0.99219,   0.21400
  -0.75873,  -0.80542,   0.68091,  -0.37742,   0.97662,  -0.40077,   0.92215,   0.69648,  -0.16731,   0.97662,  -0.82877,  -0.73539,  -0.16731,  -0.57975,  -0.50193,  -0.59531,  -0.88324,  -0.51749,  -0.85211,  -0.64979,   0.48637,  -0.48637,   0.62644,   0.66535,   0.32295,   0.32295,  -0.57197,   0.47858,   0.22178,  -0.71982,  -0.59531,  -0.29182,   0.26069,  -0.47858,  -0.54862,  -0.24513,  -0.92215,   0.15175,   0.47858,  -0.63422,   0.69648,   0.27626,   0.91437,  -0.78986,  -0.64200,  -0.92993,  -0.06615,   0.32295,  -0.49415,  -0.91437,  -0.75873,   0.03502,  -0.51749,  -0.78208,  -0.57975,   0.26847,   0.94550,  -0.23735,  -0.85990,  -0.30738,  -0.80542,  -0.96884,  -0.82099,  -0.55640,   0.61866,   0.33851,   0.05836,   0.90659,  -0.47080,  -0.63422,  -0.63422,  -0.19844,   0.65757,  -0.43189,  -0.14396,   0.78208,  -0.82877,   0.38520,   0.37742,   0.98441,  -0.74317,  -0.21400,  -0.82877,   0.79764,  -0.91437,  -0.53306,  -0.75873,   0.03502,  -0.78208,  -0.86768,  -0.43968,  -0.58753,   0.86768,  -0.99219,   0.28404,  -0.90659,  -0.50971,   0.83655,   0.36964,  -0.99219,  -0.45524,  -0.69648,  -0.15953,  -0.89881,   0.94550,   0.57975,  -0.57197,  -0.65757,  -0.57975,  -0.08949,  -0.94550,   0.86768,  -0.68869,  -0.79764,  -0.38520,   0.80542,   0.85211,   0.56419,   0.43968,  -0.15953,   0.65757,  -0.68091,   0.59531,  -0.79764,  -0.75095,  -0.66535,   0.61088,   0.40855
  -0.41633,  -0.59531,  -0.77430,  -0.95328,   0.54862,  -0.15175,   0.43189,  -0.37742,  -0.63422,  -0.36964,  -0.97662,   0.55640,   0.33851,  -0.99219,  -0.20622,   0.19066,  -0.67313,  -0.46302,  -0.27626,  -0.64979,  -0.79764,   0.20622,   0.47080,   0.29182,  -0.61088,  -0.92993,   0.28404,  -0.92215,  -0.73539,   0.22178,   0.64979,  -0.02724,  -0.77430,   0.45524,   0.78986,  -0.85211,  -0.57197,  -0.71982,   0.64979,  -0.17509,  -0.11284,   0.11284,   0.93771,   0.75873,  -0.99219,  -0.51749,  -0.63422,   0.71204,   0.66535,  -0.96884,   0.76651,  -0.34629,  -0.61866,   0.62644,   0.96884,  -0.71204,  -0.46302,   0.07393,   0.79764,  -0.46302,  -0.50193,  -0.08949,  -0.65757,  -0.89881,  -0.89881,  -0.43189,   0.22178,   0.13618,  -0.81320,  -0.90659,  -0.92215,   0.75095,  -0.92215,   0.71982,  -0.44746,  -0.08949,  -0.72760,  -0.82099,   0.92215,  -0.97662,  -0.70426,   0.57975,   0.54862,  -0.80542,   0.45524,   0.96106,   0.86768,   0.75873,  -0.99219,   0.01945,   0.88324,   0.00389,  -0.44746,   0.89102,   0.37742,  -0.92993,  -0.55640,   0.97662,   0.82877,   0.81320,   0.57197,  -0.75095,  -0.59531,   0.79764,  -0.39298,   0.94550,   0.20622,   0.86768,  -0.13618,  -0.46302,   0.96106,  -0.47858,   0.38520,  -0.92215,   0.92993,   0.64200,   0.94550,  -0.86768,  -0.74317,  -0.96884,   0.03502,  -0.54862,  -0.34629,   0.01167,  -0.64200,   0.28404,  -0.38520,  -0.50193
   0.15175,   0.75873,  -0.69648,  -0.13618,  -0.89881,   0.50971,   0.56419,  -0.88324,  -0.44746,  -0.37742,   0.72760,  -0.23735,  -0.44746,  -0.30738,  -0.42411,  -0.26069,   0.08949,   0.49415,   0.71982,  -0.49415,   0.46302,  -0.66535,  -0.48637,   0.22178,   0.75095,   0.73539,   0.64979,  -0.47080,  -0.78986,  -0.16731,   0.00389,   0.36186,  -0.48637,   0.22178,  -0.15175,   0.08171,  -0.12062,  -0.74317,   0.92215,  -0.78986,   0.75095,  -0.66535,   0.73539,   0.94550,  -0.50193,  -0.70426,   0.98441,  -0.06615,   0.36186,  -0.83655,   0.36186,  -0.60309,   0.34629,  -0.43968,   0.75873,   0.45524,   0.64200,  -0.39298,  -0.64979,  -0.71982,   0.63422,   0.22178,  -0.96106,  -0.71982,  -0.28404,  -0.28404,   0.22957,   0.95328,  -0.89102,  -0.46302,  -0.47080,  -0.12840,   0.09727,   0.91437,   0.66535,   0.82099,  -0.89881,  -0.18287,  -0.39298,   0.93771,  -0.54084,   0.40077,  -0.78986,  -0.78986,  -0.64200,   0.24513,  -0.91437,   0.92993,   0.56419,   0.12062,   0.86768,  -0.58753,  -0.36186,  -0.92215,   0.55640,  -0.90659,   0.79764,   0.78208,  -0.91437,   0.89102,   0.48637,   0.26069,  -0.38520,  -0.78986,  -0.71204,   0.27626,  -0.22178,   0.54862,   0.88324,  -0.86768,   0.75095,   0.12062,  -0.86768,  -0.85990,   0.71982,  -0.22956,  -0.98441,  -0.70426,  -0.39298,  -0.34629,   0.50971,  -0.43189,  -0.72760,   0.80542,  -0.55640,   0.81320,   0.95328,  -0.91437
  -0.15175,   0.92215,   0.82099,   0.22957,  -0.84433,  -0.59531,  -0.96884,  -0.45524,   0.15953,  -0.71204,   0.83655,   0.12840,  -0.95328,   0.97662,   0.68091,   0.80542,   0.22178,   0.04280,  -0.95328,  -0.09727,  -0.05058,   0.93771,   0.57975,  -0.65757,  -0.16731,   0.30738,   0.66535,   0.50193,   0.35407,   0.38520,   0.15175,   0.17509,   0.89102,   0.96106,  -0.57197,   0.15953,  -0.67313,   0.12840,   0.21400,  -0.74317,   0.73539,  -0.19066,   0.66535,   0.86768,  -0.99219,  -0.29960,   0.13618,  -0.60309,  -0.01945,  -0.78986,  -0.17509,  -0.33073,  -0.44746,  -0.90659,   0.78208,   0.64979,   0.19844,   0.81320,   0.62644,   0.26847,  -0.50193,  -0.08171,  -0.29960,   0.03502,   0.85211,   0.74317,  -0.98441,   0.81320,  -0.05836,   0.00389,   0.95328,   0.47858,  -0.50971,  -0.82877,   0.11284,   0.98441,  -0.70426,  -0.16731,   0.43189,   0.81320,   0.90659,  -0.19066,  -0.45524,  -0.11284,  -0.47858,  -0.39298,  -0.89881,   0.89102,  -0.98441,  -0.96106,  -0.22178,   0.14396,  -0.68869,  -0.85990,  -0.57975,   0.15175,   0.75873,   0.67313,  -0.49415,  -0.82877,  -0.40855,  -0.17509,  -0.68869,   0.40855,  -0.81320,  -0.64200,  -0.19844,  -0.21400,  -0.57975,  -0.73539,  -0.16731,  -0.64979,  -0.92993,  -0.73539,   0.43968,  -0.77430,  -0.81320,   0.56419,  -0.98441,  -0.12062,   0.13618,  -0.75873,   0.80542,  -0.55640,  -0.55640,  -0.09727,  -0.71982,   0.89881
   0.47858,  -0.97662,   0.14396,   0.94550,  -0.69648,  -0.47858,  -0.70426,  -0.98441,   0.59531,  -0.57197,   0.64979,  -0.15953,   0.83655,  -0.68091,  -0.92993,   0.69648,   0.48637,  -0.35407,  -0.72760,   0.39298,   0.31517,  -0.15175,   0.68869,   0.95328,  -0.89881,   0.36186,   0.89102,   0.93771,  -0.92993,   0.43968,   0.54084,   0.75873,  -0.85211,   0.45524,   0.67313,  -0.78208,   0.96106,  -0.41633,   0.70426,  -0.81320,   0.08171,  -0.28404,   0.05058,  -0.43189,  -0.22956,   0.96106,   0.89881,   0.39298,  -0.68091,  -0.29960,  -0.12062,  -0.67313,   0.15175,  -0.93771,   0.96106,  -0.95328,  -0.52528,   0.54862,   0.29960,   0.70426,  -0.44746,   0.77430,   0.36964,  -0.68091,   0.08949,  -0.67313,  -0.43968,  -0.75095,   0.62644,   0.43968,   0.81320,   0.43189,   0.68091,   0.31517,  -0.96884,   0.29960,  -0.82877,  -0.52528,  -0.89881,  -0.55640,   0.64200,   0.82877,  -0.22178,  -0.37742,   0.59531,  -0.74317,   0.94550,  -0.91437,   0.81320,   0.63422,   0.40855,  -0.36186,  -0.96884,   0.61088,  -0.95328,   0.61866,  -0.38520,  -0.60309,   0.40077,  -0.47858,  -0.82877,  -0.71204,   0.33851,  -0.26069,  -0.23735,   0.53306,  -0.27626,  -0.56419,   0.92993,  -0.24513,  -0.68091,   0.96106,  -0.87546,  -0.26847,  -0.96884,  -0.80542,   0.02724,   0.01945,  -0.80542,  -0.98441,   0.36186,  -0.82877,   0.89881,  -0.26069,  -0.12062,  -0.73539,  -0.89102,  -0.77430
