Technode,22, 
operationmode,2, 
memcelltype,1, 
accesstype,1, 
chipArea,2.50889e+07, 
chipAreaArray,1.07998e+07, 
chipAreaIC,2.86825e+06, 
chipAreaADC,5.13895e+06, 
chipAreaAccum,2.8484e+06, 
chipAreaOther,2.81871e+06, 
clkPeriod,1.86777, 
chipReadLatency,546241, 
chipReadDynamicEnergy,6.26956e+06, 
chipLeakageEnergy,344938, 
chipLeakage,685.888, 
chipbufferLatency,432617, 
chipbufferReadDynamicEnergy,52699.4, 
chipicLatency,71020.4, 
chipicReadDynamicEnergy,1.25071e+06, 
chipLatencyADC,31210.5, 
chipLatencyAccum,7692.2, 
chipLatencyOther,507338, 
chipEnergyADC,3.95825e+06, 
chipEnergyAccum,465018, 
chipEnergyOther,1.84629e+06, 
TOPS/W,152.65, 
TOPS,2.25511, 
FPS,1830.7, 
TOPS/mm,0.0898849, 
TotalOPS1.23184e+09, 
param->inputtoggle, 0.18, 
param->numRowParallel, 256, 
onoff, 0.0588235, 
levelOutput, 32, 
CellBit, 1, 
ADCcurrentmode, 1, 
SubArraySize, 256, 
ADCdelay, 9.81937e-10, 
rowdelay, 5.3421e-11, 
muxdelay, 1.3763e-10, 

